Time - Voltage	Amplitude - Voltage
41:13.0	-0.74
41:13.0	-0.75
41:13.0	-0.74
41:13.0	-0.745
41:13.0	-0.762
41:13.0	-0.757
41:13.0	-0.857
41:13.0	-0.745
41:13.0	-0.74
41:13.0	-0.784
41:13.0	-0.764
41:13.1	-0.781
41:13.1	-0.801
41:13.1	-0.747
41:13.1	-0.823
41:13.1	-0.774
41:13.1	-0.762
41:13.1	-0.742
41:13.1	-0.757
41:13.1	-0.742
41:13.1	-0.742
41:13.1	-0.754
41:13.2	-0.742
41:13.2	-0.774
41:13.2	-0.742
41:13.2	-0.757
41:13.2	-0.75
41:13.2	-0.774
41:13.2	-0.854
41:13.2	-0.918
41:13.2	-0.886
41:13.2	-0.854
41:13.2	-0.742
41:13.3	-0.74
41:13.3	-0.764
41:13.3	-0.972
41:13.3	-0.779
41:13.3	-0.752
41:13.3	-0.811
41:13.3	-0.83
41:13.3	-0.835
41:13.3	-0.74
41:13.3	-0.774
41:13.3	-0.935
41:13.4	-0.803
41:13.4	-0.793
41:13.4	-0.947
41:13.4	-0.825
41:13.4	-0.735
41:13.4	-0.771
41:13.4	-0.745
41:13.4	-0.798
41:13.4	-0.791
41:13.4	-0.75
41:13.4	-0.771
41:13.5	-0.747
41:13.5	-0.798
41:13.5	-0.82
41:13.5	-0.74
41:13.5	-0.806
41:13.5	-0.859
41:13.5	-0.737
41:13.5	-0.757
41:13.5	-0.83
41:13.5	-0.752
41:13.5	-0.806
41:13.6	-0.754
41:13.6	-0.747
41:13.6	-0.835
41:13.6	-0.815
41:13.6	-0.793
41:13.6	-0.874
41:13.6	-0.747
41:13.6	-0.864
41:13.6	-0.845
41:13.6	-0.757
41:13.7	-0.913
41:13.7	-0.837
41:13.7	-0.999
41:13.7	-0.854
41:13.7	-0.93
41:13.7	-0.879
41:13.7	-0.908
41:13.7	-0.867
41:13.7	-1.155
41:13.7	-0.903
41:13.7	-0.803
41:13.8	-0.974
41:13.8	-0.762
41:13.8	-0.842
41:13.8	-1.001
41:13.8	-0.879
41:13.8	-0.84
41:13.8	-0.92
41:13.8	-0.742
41:13.8	-0.835
41:13.8	-0.84
41:13.8	-0.771
41:13.9	-0.769
41:13.9	-0.835
41:13.9	-0.833
41:13.9	-1.14
41:13.9	-0.798
41:13.9	-0.769
41:13.9	-1.228
41:13.9	-0.85
41:13.9	-0.933
41:13.9	-0.774
41:13.9	-0.95
41:14.0	-0.955
41:14.0	-1.013
41:14.0	-0.752
41:14.0	-0.867
41:14.0	-0.796
41:14.0	-0.85
41:14.0	-1.104
41:14.0	-0.806
41:14.0	-0.842
41:14.0	-0.847
41:14.0	-1.262
41:14.1	-1.008
41:14.1	-1.16
41:14.1	-0.891
41:14.1	-1.309
41:14.1	-1.523
41:14.1	-1.138
41:14.1	-1.062
41:14.1	-0.933
41:14.1	-1.536
41:14.1	-1.018
41:14.1	-1.021
41:14.2	-0.908
41:14.2	-1.025
41:14.2	-1.069
41:14.2	-1.216
41:14.2	-0.918
41:14.2	-0.93
41:14.2	-1.089
41:14.2	-1.018
41:14.2	-1.375
41:14.2	-0.962
41:14.2	-1.125
41:14.3	-1.062
41:14.3	-1.086
41:14.3	-1.077
41:14.3	-1.211
41:14.3	-0.95
41:14.3	-1.14
41:14.3	-1.238
41:14.3	-1.106
41:14.3	-0.818
41:14.3	-0.85
41:14.3	-1.016
41:14.4	-1.216
41:14.4	-1.174
41:14.4	-0.959
41:14.4	-1.108
41:14.4	-0.93
41:14.4	-1.033
41:14.4	-1.133
41:14.4	-1.162
41:14.4	-1.011
41:14.4	-1.018
41:14.4	-1.221
41:14.5	-1.523
41:14.5	-1.191
41:14.5	-1.047
41:14.5	-1.033
41:14.5	-0.854
41:14.5	-1.101
41:14.5	-0.828
41:14.5	-0.979
41:14.5	-1.179
41:14.5	-1.13
41:14.5	-1.331
41:14.6	-1.338
41:14.6	-1.018
41:14.6	-1.13
41:14.6	-2.131
41:14.6	-2.002
41:14.6	-1.941
41:14.6	-0.981
41:14.6	-1.365
41:14.6	-2.319
41:14.6	-1.414
41:14.7	-1.257
41:14.7	-1.541
41:14.7	-1.218
41:14.7	-1.416
41:14.7	-1.902
41:14.7	-1.57
41:14.7	-1.895
41:14.7	-1.672
41:14.7	-2.021
41:14.7	-2.52
41:14.7	-2.08
41:14.8	-1.838
41:14.8	-2.085
41:14.8	-2.397
41:14.8	-1.807
41:14.8	-1.809
41:14.8	-1.379
41:14.8	-2.288
41:14.8	-1.882
41:14.8	-1.497
41:14.8	-1.709
41:14.8	-1.594
41:14.9	-1.76
41:14.9	-1.404
41:14.9	-1.812
41:14.9	-1.479
41:14.9	-2.253
41:14.9	-2.502
41:14.9	-2.329
41:14.9	-2.012
41:14.9	-2.371
41:14.9	-1.775
41:14.9	-1.636
41:15.0	-2.415
41:15.0	-2.043
41:15.0	-2.153
41:15.0	-1.541
41:15.0	-1.748
41:15.0	-1.833
41:15.0	-1.855
41:15.0	-1.257
41:15.0	-1.912
41:15.0	-2.327
41:15.0	-2.185
41:15.1	-2.698
41:15.1	-2.305
41:15.1	-2.219
41:15.1	-2.405
41:15.1	-2.415
41:15.1	-2.571
41:15.1	-2.664
41:15.1	-1.873
41:15.1	-2.815
41:15.1	-2.888
41:15.2	-1.89
41:15.2	-1.672
41:15.2	-2.036
41:15.2	-2.148
41:15.2	-2.483
41:15.2	-2.063
41:15.2	-1.902
41:15.2	-2.649
41:15.2	-1.985
41:15.2	-2.415
41:15.2	-2.991
41:15.2	-2.966
41:15.3	-2.397
41:15.3	-2.612
41:15.3	-2.756
41:15.3	-2.766
41:15.3	-1.924
41:15.3	-2.031
