Time - Voltage	Amplitude - Voltage
26:49.1	-2.739
26:49.1	-3.34
26:49.1	-2.393
26:49.2	-1.858
26:49.2	-2.524
26:49.2	-2.974
26:49.2	-3.21
26:49.2	-2.903
26:49.2	-2.285
26:49.2	-2.451
26:49.2	-3.416
26:49.2	-3.745
26:49.2	-3.123
26:49.2	-2.795
26:49.3	-3.252
26:49.3	-3.804
26:49.3	-3.682
26:49.3	-3.313
26:49.3	-3.225
26:49.3	-3.472
26:49.3	-3.403
26:49.3	-3.611
26:49.3	-3.733
26:49.3	-3.63
26:49.3	-3.04
26:49.4	-3.066
26:49.4	-3.987
26:49.4	-4.25
26:49.4	-3.352
26:49.4	-3.062
26:49.4	-4.043
26:49.4	-4.434
26:49.4	-4.126
26:49.4	-3.149
26:49.4	-3.308
26:49.4	-3.809
26:49.5	-4.202
26:49.5	-4.06
26:49.5	-3.303
26:49.5	-2.9
26:49.5	-3.818
26:49.5	-4.119
26:49.5	-4.099
26:49.5	-3.147
26:49.5	-3.328
26:49.5	-4.128
26:49.5	-3.65
26:49.6	-3.396
26:49.6	-3.782
26:49.6	-3.499
26:49.6	-3.057
26:49.6	-3.708
26:49.6	-4.385
26:49.6	-3.972
26:49.6	-2.874
26:49.6	-3.708
26:49.6	-4.368
26:49.6	-3.623
26:49.7	-2.729
26:49.7	-3.984
26:49.7	-4.165
26:49.7	-4.092
26:49.7	-3.054
26:49.7	-3.162
26:49.7	-3.457
26:49.7	-3.506
26:49.7	-4.146
26:49.7	-3.667
26:49.8	-2.683
26:49.8	-2.808
26:49.8	-3.892
26:49.8	-4.148
26:49.8	-3.604
26:49.8	-2.742
26:49.8	-2.754
26:49.8	-3.394
26:49.8	-3.516
26:49.8	-3.64
26:49.8	-3.494
26:49.9	-2.805
26:49.9	-2.896
26:49.9	-3.467
26:49.9	-3.679
26:49.9	-3.413
26:49.9	-2.461
26:49.9	-3.105
26:49.9	-3.992
26:49.9	-3.42
26:49.9	-2.217
26:49.9	-2.856
26:50.0	-3.711
26:50.0	-3.86
26:50.0	-3.115
26:50.0	-2.698
26:50.0	-3.564
26:50.0	-3.848
26:50.0	-3.772
26:50.0	-3.94
