-0.0008333,0.0024526
-0.0008283,0.0013084
-0.0008233,0.00053957
-0.0008183,0.0001174
-0.0008133,7.6407e-007
-0.0008083,0.0001387
-0.0008033,0.00047365
-0.0007983,0.00094474
-0.0007933,0.0014911
-0.0007883,0.002055
-0.0007833,0.0025847
-0.0007783,0.0030367
-0.0007733,0.0033776
-0.0007683,0.0035853
-0.0007633,0.0036493
-0.0007583,0.0035706
-0.0007533,0.0033603
-0.0007483,0.0030389
-0.0007433,0.0026336
-0.0007383,0.0021762
-0.0007333,0.0017006
-0.0007283,0.0012401
-0.0007233,0.00082477
-0.0007183,0.00047958
-0.0007133,0.00022235
-0.0007083,6.2651e-005
-0.0007033,1.1508e-006
-0.0006983,2.9745e-005
-0.0006933,0.00013235
-0.0006883,0.00028639
-0.0006833,0.00046486
-0.0006783,0.00063889
-0.0006733,0.00078065
-0.0006683,0.00086644
-0.0006633,0.00087967
-0.0006583,0.00081372
-0.0006533,0.00067428
-0.0006483,0.00048109
-0.0006433,0.00026888
-0.0006383,8.7455e-005
-0.0006333,6.5744e-007
-0.0006283,8.4415e-005
-0.0006233,0.00042371
-0.0006183,0.0011086
-0.0006133,0.0022296
-0.0006083,0.0038721
-0.0006033,0.006111
-0.0005983,0.0090047
-0.0005933,0.01259
-0.0005883,0.016875
-0.0005833,0.02184
-0.0005783,0.027428
-0.0005733,0.033549
-0.0005683,0.040076
-0.0005633,0.046849
-0.0005583,0.053678
-0.0005533,0.060348
-0.0005483,0.06663
-0.0005433,0.072284
-0.0005383,0.077074
-0.0005333,0.080776
-0.0005283,0.083192
-0.0005233,0.084158
-0.0005183,0.083559
-0.0005133,0.081338
-0.0005083,0.077501
-0.0005033,0.072126
-0.0004983,0.065367
-0.0004933,0.057452
-0.0004883,0.048685
-0.0004833,0.039434
-0.0004783,0.030127
-0.0004733,0.021241
-0.0004683,0.013279
-0.0004633,0.0067627
-0.0004583,0.0022048
-0.0004533,9.2894e-005
-0.0004483,0.00086684
-0.0004433,0.004898
-0.0004383,0.01247
-0.0004333,0.02376
-0.0004283,0.038826
-0.0004233,0.057595
-0.0004183,0.079855
-0.0004133,0.10525
-0.0004083,0.13331
-0.0004033,0.1634
-0.0003983,0.1948
-0.0003933,0.2267
-0.0003883,0.25819
-0.0003833,0.28836
-0.0003783,0.31625
-0.0003733,0.34095
-0.0003683,0.3616
-0.0003633,0.37743
-0.0003583,0.3878
-0.0003533,0.39221
-0.0003483,0.39037
-0.0003433,0.38216
-0.0003383,0.36769
-0.0003333,0.34729
-0.0003283,0.32152
-0.0003233,0.29113
-0.0003183,0.2571
-0.0003133,0.22056
-0.0003083,0.18277
-0.0003033,0.14513
-0.0002983,0.10906
-0.0002933,0.076025
-0.0002883,0.047426
-0.0002833,0.024589
-0.0002783,0.0087011
-0.0002733,0.00076581
-0.0002683,0.0015604
-0.0002633,0.011602
-0.0002583,0.031118
-0.0002533,0.060032
-0.0002483,0.097948
-0.0002433,0.14416
-0.0002383,0.19766
-0.0002333,0.25716
-0.0002283,0.32115
-0.0002233,0.38788
-0.0002183,0.45549
-0.0002133,0.52203
-0.0002083,0.58549
-0.0002033,0.64394
-0.0001983,0.69553
-0.0001933,0.7386
-0.0001883,0.7717
-0.0001833,0.79367
-0.0001783,0.8037
-0.0001733,0.80132
-0.0001683,0.78646
-0.0001633,0.75945
-0.0001583,0.72102
-0.0001533,0.67228
-0.0001483,0.6147
-0.0001433,0.55004
-0.0001383,0.48036
-0.0001333,0.40788
-0.0001283,0.33498
-0.0001233,0.26405
-0.0001183,0.1975
-0.0001133,0.1376
-0.0001083,0.086457
-0.0001033,0.045916
-9.83e-005,0.017504
-9.33e-005,0.0023772
-8.83e-005,0.0012743
-8.33e-005,0.014491
-7.83e-005,0.041862
-7.33e-005,0.082764
-6.83e-005,0.13613
-6.33e-005,0.20048
-5.83e-005,0.27396
-5.33e-005,0.35441
-4.83e-005,0.43943
-4.33e-005,0.52644
-3.83e-005,0.61279
-3.33e-005,0.69582
-2.83e-005,0.77296
-2.33e-005,0.84183
-1.83e-005,0.90026
-1.33e-005,0.94643
-8.3e-006,0.9789
-3.3e-006,0.99664
1.7e-006,0.99911
6.7e-006,0.98622
1.17e-005,0.95837
1.67e-005,0.91644
2.17e-005,0.86175
2.67e-005,0.79601
3.17e-005,0.72127
3.67e-005,0.63985
4.17e-005,0.55427
4.67e-005,0.46718
5.17e-005,0.38124
5.67e-005,0.29905
6.17e-005,0.22309
6.67e-005,0.15561
7.17e-005,0.098548
7.67e-005,0.053521
8.17e-005,0.02173
8.67e-005,0.0039441
9.17e-005,0.00047514
9.67e-005,0.011174
0.0001017,0.035442
0.0001067,0.072251
0.0001117,0.12019
0.0001167,0.1775
0.0001217,0.24217
0.0001267,0.31195
0.0001317,0.38448
0.0001367,0.45736
0.0001417,0.52819
0.0001467,0.59469
0.0001517,0.65474
0.0001567,0.70649
0.0001617,0.74835
0.0001667,0.77912
0.0001717,0.79792
0.0001767,0.8043
0.0001817,0.79821
0.0001867,0.77999
0.0001917,0.75034
0.0001967,0.71032
0.0002017,0.66128
0.0002067,0.60483
0.0002117,0.54276
0.0002167,0.477
0.0002217,0.40951
0.0002267,0.34229
0.0002317,0.27723
0.0002367,0.21612
0.0002417,0.16054
0.0002467,0.11188
0.0002517,0.071213
0.0002567,0.039361
0.0002617,0.016814
0.0002667,0.0037506
0.0002717,3.9978e-005
0.0002767,0.0052545
0.0002817,0.018696
0.0002867,0.039431
0.0002917,0.066325
0.0002967,0.098093
0.0003017,0.13335
